Embalse,Agua embalsada (08-04-2024):hm3,Variacion semana Anterior:hm3,Capacidad:hm3,Misma Semana (2023):hm3,Misma Semana (Med. 10 Años):hm3,Cuenca:,Provincia:,Municipio Presa:,Rio:,Tipo de Presa:,Año de construccion (Final):,Superficie:,Localizacion:,Abastecimiento:,Riego:,Electricidad:,Industrial:,Pesca:,Navegación:,Baño:,Pic-nic:,Restaurantes:,Pluviometros,Longitud,Latitud
gallipuen,0,0,4,0,0,Ebro,Teruel,BERGE Y ALCORISA,GUADALOPILLO,Gravedad,1927,44.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Hijar', 'Andorra', 'Castellote', 'Calanda', 'Alcañiz']",-0.41531178623025,40.874125986037
gorbea-i,0,0,0,0,0,Ebro,Alava,VITORIA-GASTEIZ,SUBIALDE,Gravedad,1966,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aramaio', 'Orozko', 'Abadiño', 'Amorebieta', 'Vitoria Gasteiz Aeropuerto']",-2.7352094650268554,42.99824447411402
graus,0,0,0,0,0,Ebro,Lleida,LLADORRE,TABESCAN,Gravedad,1973,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""La Seu d'Urgell"", ""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Naut Aran, Arties']",1.2360308906862,42.677399815266
guara,0,0,3,0,0,Ebro,Huesca,CASBAS DE HUESCA,CALCON,Bóveda,1995,22.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Sabiñánigo', 'Almudévar', 'Ainsa', 'Huesca Aeropuerto', 'Huesca']",-0.22249822798613,42.234062861234
hoya-de-gimileo,0,0,0,0,0,Ebro,La Rioja,IGEA,DERIVACIÓN RIO LINARES-REGAJO,Materiales sueltos homogenea,1985,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Enciso', 'Alfaro', 'San Pedro Manrique', 'Alfaro la Plana', 'Tarazona']",-2.0117692685164,42.057204396731
iruraiz,0,0,0,0,0,Ebro,Alava,SAN MILLAN,ARROYO LA ROSA,Materiales sueltos homogenea,0,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segura - Lastala', 'Beasain', 'Legazpia', 'Aretxabaleta', 'Agurain/Salvatierra']",-2.366480827331543,42.87844856943018
jabarrella,0,0,0,0,0,Ebro,Huesca,SABIÑANIGO,GALLEGO,Gravedad,1961,7.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jaca', 'Jaca', 'Panticosa', 'Biescas', 'Sabiñánigo']",-0.38629706832789,42.475022770228
jaca,0,0,0,0,0,Ebro,Huesca,VILLANUA,ARAGON,Gravedad,1967,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Astún - La Raca', 'Canfranc', 'Jaca', 'Jaca', 'Aragüés del Puerto']",-0.52924852229494,42.687382410487
javierrlatre,0,0,0,0,0,Ebro,Huesca,JAVIERRELATRE,GALLEGO,Gravedad,1966,13.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jaca', 'Jaca', 'Biescas', 'Sabiñánigo', 'Huesca']",-0.46558686299158,42.415299360603
la-grajera,0,0,1,0,0,Ebro,La Rioja,LOGROÑO,SOMERO,Materiales sueltos homogenea,1991,38.80 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Nájera', 'Leza', 'Cenicero', 'Logroño Aeropuerto', 'Campezo/Kanpezu']",-2.5050893985087,42.445858973295
la-hoz,0,0,0,0,0,Ebro,Zaragoza,TORRALBA DE RIBOTA,BARRANCO DEL MONTE,Gravedad,1916,1.63 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ólvega', 'Alhama de Aragon', 'Daroca', 'Calatayud', 'La Almunia de Doña Godina']",-1.6676158381229,41.444866220477
la-navas,0,0,2,0,0,Ebro,Huesca,LOARRE,ASTON (EN DERIVACIÓN),Materiales sueltos homogenea,1928,20.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jaca', 'Jaca', 'Bailo', 'Almudévar', 'Huesca']",-0.6445884704589844,42.28581799269754
la-palma-debre,0,0,1,0,0,Ebro,Tarragona,"PALMA D'EBRE, LA",TORRENT DE MONTBLANQUETS,Materiales sueltos P asfáltica,2001,19.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alforja', 'La Pobla de Cérvoles', 'El Soleràs', 'La Pobla de Massaluca', 'Cabacés']",0.6718826293945312,41.29057690203451
la-retorna,0,0,1,0,0,Ebro,La Rioja,VENTOSA,NAJERILLA,Bóveda,1944,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vinuesa, Quintanarejo', 'Monterrubio de la Demanda', 'Valdezcaray', 'Anguiano', 'Nájera']",-2.838540105046,42.198919239477
la-torrasa,0,0,2,0,0,Ebro,Lleida,ESPOT,NOGUERA PALLARESA,Gravedad,1955,49.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""La Seu d'Urgell"", ""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Naut Aran, Arties']",1.142277717590332,42.57593276312043
la-vilella-baixa,0,0,0,0,0,Ebro,Tarragona,"VILELLA BAIXA, LA",MONTSANT,Bóveda,1983,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alforja', 'La Pobla de Cérvoles', 'El Soleràs', 'Cabacés', 'Rasquera']",0.740149160666,41.230430297859
lago-negro,0,0,6,0,0,Ebro,Lleida,ESPOT,PEGUERA,Materiales sueltos núcleo arcilla,0,31.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",1.045074462890625,42.5379038984207
lanchares,0,0,0,0,0,Ebro,Cantabria,CAMPOO DE YUSO,Rio de la Población,Materiales sueltos homogenea,2007,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Villacarriedo', 'San Felices de Buelna', 'Reinosa', 'Santa Gadea de Alfoz', 'Valderredible']",-3.959197998046875,43.04486813980859
las-canteras,0,0,0,0,0,Ebro,Alava,IRURAIZ-GAUNA,ARROYO SANTA ISABEL,Materiales sueltos homogenea,0,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Segura - Lastala', 'Aretxabaleta', 'Agurain/Salvatierra', 'Leza', 'Campezo/Kanpezu']",-2.4529589937769,42.776130121794
lasarra,0,0,1,0,0,Ebro,Huesca,SALLENT DE GALLEGO,AGUAS LIMPIAS,Materiales sueltos homogenea,1952,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Astún - La Raca', 'Sallent de Gállego - Formigal', 'Sallen de Gallego', 'Panticosa', 'Biescas']",-0.32718658447265625,42.79237748061043
laspuna,0,0,0,0,0,Ebro,Huesca,"TELLA-SIN, LASPUÑA",CINCA,Gravedad,1965,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bielsa', 'Ainsa', 'Parador Ordesa', 'Torla', 'Seira']",0,0
leiva,0,0,3,0,0,Ebro,La Rioja,LEIVA,TIRON,Gravedad,1991,53.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Briviesca', 'Miranda de Ebro', 'Belorado', 'Haro', 'Labastida']",-3.0584225491479,42.504640430531
linsoles,0,0,2,0,0,Ebro,Huesca,SAHUN,ESERA,Gravedad,1964,42.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bielsa', 'Benasque', 'Cerler - Cogulla', 'Seira', 'Bossost']",0.48947299060335,42.586922400647
llac-de-la-molina,0,0,0,0,0,Ebro,Girona,Alp,,Materiales sueltos P Lámina,1984,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Berga', 'Planoles', 'Ripoll', 'La Molina', 'Martinet']",1.9299888610839843,42.330377356498
llano-de-moncasau,0,0,0,0,0,Ebro,Lleida,ALTO ARAN,LLANO MONCASAU,Materiales sueltos P hormigón,1955,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties', 'Bossost']",0.9013080596923828,42.64062019265513
lleida,0,0,0,0,0,Ebro,Lleida,LLEIDA,SEGRE,Gravedad,0,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Mollerussa', 'Lleida', 'El Soleràs', 'Tamarite de Litera', 'Fraga']",0.6434082984924316,41.62264485501427
mairaga,0,0,2,0,0,Ebro,Navarra,OLORIZ,MAIRAGA,Materiales sueltos núcleo arcilla,1988,20.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Cáseda', 'Olite/Erriberri', 'Monreal/Elo', 'Pamplona Aeropuerto', 'Aranguren, Ilundain']",-1.5850527835334,42.641089284979
malvecino,0,0,7,0,0,Ebro,Zaragoza,"SADABA, EJEA DE LOS CABALLEROS",DERIV ACEQUIA CINCO VILLAS - BARRANCO MALVECINO,Materiales sueltos núcleo arcilla,2003,118.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Sos del Rey Católico', 'Olite/Erriberri', 'Bardenas Reales', 'Tudela', 'Ejea de los Caballeros']",-1.3973236083984375,42.20652347367422
mar-lago,0,0,14,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMISELL,Gravedad,1913,46.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",1.0098838806152343,42.52120560764625
marbore,0,0,2,0,0,Ebro,Huesca,BIELSA,PINETA,,1938,16.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bielsa', 'Ainsa', 'Parador Ordesa', 'Torla - Ordesa', 'Torla']",0.041295622049442,42.696880429235
margalef,0,0,3,0,0,Ebro,Tarragona,MARGALEF,MONTSANT,Arco Gravedad,1995,32.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alforja', 'La Pobla de Cérvoles', 'El Soleràs', 'Cabacés', 'Rasquera']",0.76074567866698,41.291089178705
mariolo,0,0,1,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMISELL,Gravedad,1926,15.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",0.97257355589183,42.533457164885
mezalocha,0,0,4,0,0,Ebro,Zaragoza,MEZALOCHA,HUERVA,Arco Gravedad,1728,41.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Daroca', 'La Almunia de Doña Godina', 'Zaragoza Aeropuerto', 'Zaragoza, Valdespartera', 'Valmadrid']",-1.0733777509361,41.42113534649
minera-santa-marta,0,0,3,0,0,Ebro,Burgos,BELORADO,,Materiales sueltos homogenea,2001,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Monterrubio de la Demanda', 'Briviesca', 'Miranda de Ebro', 'Belorado', 'Valdezcaray']",0,0
monreal,0,0,0,0,0,Ebro,Navarra,UNCITI - MONREAL,RÍO DEL VALLE DE UNATI,Gravedad,2006,10.57 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Oroz-Betelu/Orotz-Betelu', 'Cáseda', 'Monreal/Elo', 'Pamplona Aeropuerto', 'Aranguren, Ilundain']",-1.5310263633728027,42.72379686648372
montcasau,0,0,0,0,0,Ebro,Lleida,NAUT ARAN,VALARTIES,Gravedad y Materiales sueltos pantalla,1955,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties', 'Bossost']",0.90268027431449,42.642512781637
morgemut,0,0,0,0,0,Ebro,Lleida,AITONA,CANAL DE SEROS,Materiales sueltos homogenea,1915,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lleida', 'El Soleràs', 'Ballobar', 'Fraga', 'Cabacés']",0.4643440246582031,41.469341676569606
nino-jesus,0,0,0,0,0,Ebro,Zaragoza,ANIÑON,ARROYO DEL FRESNO O JESUS,Gravedad,1955,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ólvega', 'Alhama de Aragon', 'Daroca', 'Calatayud', 'La Almunia de Doña Godina']",-1.6987468107906,41.50439994661
orera-2,0,0,0,0,0,Ebro,Zaragoza,ORERA,TEXINA,Bóveda,0,6.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Calamocha', 'Daroca', 'Calatayud', 'La Almunia de Doña Godina', 'Bello']",-1.4599800109863281,41.29776723369294
ortauri,0,0,0,0,0,Ebro,Alava,VITORIA-GASTEIZ,ARROYO URAGONA,Materiales sueltos homogenea,0,5.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aretxabaleta', 'Agurain/Salvatierra', 'Vitoria Gasteiz Aeropuerto', 'Leza', 'Campezo/Kanpezu']",-2.5817162075604,42.807291154351
paso-nuevo,0,0,3,0,0,Ebro,Huesca,BENASQUE,ESERA,Gravedad,1969,20.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vall de Boí', 'Benasque', 'Cerler - Cogulla', 'Seira', 'Bossost']",0.56059810856064,42.637987233475
pecico,0,0,0,0,0,Ebro,Huesca,PANTICOSA,CALDARES,Gravedad,1957,11.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Sallent de Gállego - Formigal', 'Sallen de Gallego', 'Panticosa', 'Biescas', 'Torla - Ordesa']",-0.22883166836983,42.803147265752
piedraluenga,0,0,1,0,0,Ebro,Burgos,SANTA GADEA DEL CID,PIEDRALENGUA-FUENTEROBLE-CANALEJAS,Materiales sueltos P Lámina,0,6.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Briviesca', 'Lalastra', 'Miranda de Ebro', 'Belorado', 'Haro']",-3.119516372680664,42.70773176906675
pignatelli,0,0,1,0,0,Ebro,Navarra,FONTELLAS Y CABANILLAS,EBRO,Gravedad,1790,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Alfaro la Plana', 'Bardenas Reales', 'Tarazona', 'Monteagudo', 'Tudela']",-1.5594670233067,42.028281080609
pina,0,0,1,0,0,Ebro,Zaragoza,"BURGO DE EBRO, EL",EBRO,Gravedad,1910,80.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Zaragoza Aeropuerto', 'Zaragoza, Valdespartera', 'Leciñena', 'Valmadrid', 'Quinto']",-0.68970317397974,41.57078190937
pineta,0,0,0,0,0,Ebro,Huesca,BIELSA,CINCA,Materiales sueltos núcleo arcilla,1920,14.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bielsa', 'Ainsa', 'Parador Ordesa', 'Torla', 'Seira']",0.19968902656196,42.635761435762
plandescun,0,0,1,0,0,Ebro,Huesca,PLAN,CINQUETA,Materiales sueltos P hormigón,1934,24.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Bielsa', 'Ainsa', 'Benasque', 'Cerler - Cogulla', 'Seira']",0.30729133843987,42.57269753308
pont-de-suert,0,0,0,0,0,Ebro,Lleida,LLESP,NOGUERA DE TOR,Gravedad,1955,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Torre de Cabdella', 'Vall de Boí', 'Sopeira', 'Benasque', 'Cerler - Cogulla']",0.75391912595837,42.451032413827
puentelarra,0,0,2,0,0,Ebro,Burgos,BOZOO,EBRO,Presa móvil,1968,40.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Briviesca', 'Lalastra', 'Miranda de Ebro', 'Haro', 'Labastida']",-3.0474194119968,42.761397153654
queiles,0,0,0,0,0,Ebro,Zaragoza,"FAYOS, LOS",QUEILES,Gravedad,1998,0.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ólvega', 'Alfaro la Plana', 'Tarazona', 'Monteagudo', 'Tudela']",-1.8110243557025,41.869405597091
rabigel,0,0,0,0,0,Ebro,Alava,PEÑACERRADA,RABIGEL,Materiales sueltos P Lámina,0,4.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vitoria Gasteiz Aeropuerto', 'Haro', 'Labastida', 'Leza', 'Cenicero']",-2.6851272583007812,42.64945895698042
reguera,0,0,1,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMISELL,Gravedad,1942,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Sopeira', 'Naut Aran, Arties']",0.96029384918334,42.517930093463
respomuso,0,0,18,0,0,Ebro,Huesca,SALLENT DE GALLEGO,AGUAS LIMPIAS,Contrafuertes,1957,55.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Astún - La Raca', 'Sallent de Gállego - Formigal', 'Sallen de Gallego', 'Panticosa', 'Biescas']",-0.327991,42.791818
restanca,0,0,1,0,0,Ebro,Lleida,"ALTO ARAN, ARTIES",RESTANCA,Gravedad,1955,7.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties', 'Bossost']",0.85412243042469,42.635759787729
ribanegra,0,0,0,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMICELL,Gravedad,0,3.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Sopeira', 'Naut Aran, Arties']",0.94064047750945,42.512175262224
rumedo-inferior,0,0,1,0,0,Ebro,Lleida,LLADORRE,RUMEDO,Gravedad,1971,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Martinet', ""La Seu d'Urgell"", ""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella']",1.3327789306640625,42.700541330437154
sabinanigo,0,0,1,0,0,Ebro,Huesca,SABIÑANIGO,GALLEGO,Gravedad,1965,27.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Jaca', 'Jaca', 'Panticosa', 'Biescas', 'Sabiñánigo']",-0.34519743999492,42.520633497509
saburo,0,0,11,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMISELL,Gravedad,1934,28.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",1.0152382657467,42.531952999592
salado,0,0,1,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMISELL,Gravedad,1931,9.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Torre de Cabdella', 'Vall de Boí', 'Sopeira', 'Naut Aran, Arties']",0.9537506103515625,42.50867896013095
san-juan-de-toran,0,0,0,0,0,Ebro,Lleida,CANEJAN,TORAN,Gravedad,1964,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vall de Boí', 'Benasque', 'Cerler - Cogulla', 'Naut Aran, Arties', 'Bossost']",0.7446670532226562,42.83342961783552
san-mauricio,0,0,2,0,0,Ebro,Lleida,ESPOT,ESPOT,Gravedad,1975,25.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",1.0052490234375,42.58114688484545
sans,0,0,0,0,0,Ebro,Lleida,AITONA,CANAL DE SEROS,Materiales sueltos núcleo arcilla,0,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lleida', 'El Soleràs', 'Ballobar', 'Fraga', 'Cabacés']",0.4637002944946289,41.4692612842596
santiama,0,0,0,0,0,Ebro,Alava,PEÑACERRADA,BCO. SANTIAMA,Materiales sueltos P Lámina,1998,35.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Vitoria Gasteiz Aeropuerto', 'Haro', 'Labastida', 'Leza', 'Cenicero']",-2.691650390625,42.6486067022724
sopeira,0,0,1,0,0,Ebro,Huesca,SOPEIRA,NOGUERA RIBAGORZANA,Arco Gravedad,1957,13.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Torre de Cabdella', 'Talarn', 'Vall de Boí', 'Sopeira', 'Cerler - Cogulla']",0.75255301644933,42.31907624725
tabescan,0,0,1,0,0,Ebro,Lleida,LLADORRE,NOGUERA DE CARDOS,Gravedad,1966,8.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""La Seu d'Urgell"", ""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Naut Aran, Arties']",1.2503814697265625,42.63787360659636
torrollon,0,0,2,0,0,Ebro,Huesca,LALUEZA,BCO. GRANDE,Materiales sueltos homogenea,1983,37.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Almudévar', 'Sariñena', 'Huesca Aeropuerto', 'Huesca', 'Lanaja']",-0.26822867422452,41.940142567415
tort-lago,0,0,4,0,0,Ebro,Lleida,"TORRE DE CABDELLA, LA",FLAMISELL,Gravedad,1914,54.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",0,0
tort-trullo,0,0,1,0,0,Ebro,Lleida,ESPOT,PEGUERA,Gravedad,1956,10.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"[""Esterri d'Àneu"", 'Port Ainè', 'Torre de Cabdella', 'Vall de Boí', 'Naut Aran, Arties']",1.0435295104980468,42.547136642192356
tramacastilla,0,0,1,0,0,Ebro,Huesca,SALLENT DE GALLEGO,ESCARRA,Materiales sueltos núcleo arcilla,1957,15.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Canfranc', 'Sallent de Gállego - Formigal', 'Sallen de Gallego', 'Panticosa', 'Biescas']",-0.36554775121922,42.72821570486
ullibarri-arrazua,0,0,7,0,0,Ebro,Alava,ULLIBARRI-ARRAZUA,AYO. ITURRICHU,Materiales sueltos homogenea,0,47.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Aramaio', 'Aretxabaleta', 'Abadiño', 'Agurain/Salvatierra', 'Vitoria Gasteiz Aeropuerto']",-2.5536346435546875,42.883637323529946
usoz,0,0,2,0,0,Ebro,Navarra,ARCE,IRATI,Gravedad,1932,15.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Oroz-Betelu/Orotz-Betelu', 'Roncesvalles', 'Esteribar, Eugui', 'Monreal/Elo', 'Aranguren, Ilundain']",-1.3333315522963,42.851756278026
utchesa,0,0,4,0,0,Ebro,Lleida,TORRES DEL SEGRE,SEROS (CANAL DE SEROS),Materiales sueltos homogenea,1915,74.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lleida', 'El Soleràs', 'Ballobar', 'Fraga', 'Cabacés']",0.5106496810913086,41.4903528074072
utchesa-seca,0,0,4,0,0,Ebro,Lleida,TORRES DEL SEGRE,SEROS (CANAL DE SEROS),Materiales sueltos homogenea,1915,120.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lleida', 'El Soleràs', 'Ballobar', 'Fraga', 'Cabacés']",0.5105209350585937,41.47385956415865
utchesa-valleta---sans,0,0,4,0,0,Ebro,Lleida,TORRES DEL SEGRE,SEROS,Materiales sueltos homogenea,1915,48.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Lleida', 'El Soleràs', 'Ballobar', 'Fraga', 'Cabacés']",0.5103921890258789,41.49060997873785
valbornedo,0,0,0,0,0,Ebro,La Rioja,NAVARRETE,LEGUCHO,Materiales sueltos núcleo arcilla,1931,8.80 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Labastida', 'Nájera', 'Leza', 'Cenicero', 'Logroño Aeropuerto']",-2.5691278515311,42.416848195113
valdabra,0,0,3,0,0,Ebro,Huesca,HUESCA,VALDABRA,Materiales sueltos homogenea,1983,76.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Almudévar', 'Leciñena', 'Sariñena', 'Huesca Aeropuerto', 'Huesca']",-0.44397929625296,42.072613767921
vertedero,0,0,0,0,0,Ebro,Alava,ALEGRÍA-DULANTZI,ARROYO SERBIL,Materiales sueltos homogenea,0,1.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Legazpia', 'Aramaio', 'Aretxabaleta', 'Agurain/Salvatierra', 'Campezo/Kanpezu']",-2.5055694580078125,42.85633644214852
villarejo,0,0,0,0,0,Ebro,La Rioja,VILLAREJO,SECO DE LA BARRANCA,Materiales sueltos P Lámina,1992,1.61 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Valdezcaray', 'Haro', 'Anguiano', 'Nájera', 'Cenicero']",-2.8847304619007,42.375631826685
villarta-quintana,0,0,0,0,0,Ebro,La Rioja,VILLARTA-QUINTANA,ARROYO QUINTANA,Materiales sueltos P Lámina,1993,2.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Miranda de Ebro', 'Belorado', 'Valdezcaray', 'Haro', 'Anguiano']",-3.0457159410937,42.438182479861
yalde,0,0,4,0,0,Ebro,La Rioja,Castroviejo,YALDE,Gravedad y materiales sueltos P asfáltica,2003,24.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Haro', 'Anguiano', 'Nájera', 'Leza', 'Cenicero']",-2.6619529724121093,42.341797753508665
barrie-de-la-maza,24,0,31,11,13,Galicia Costa,La Coruña,Negreira y Brión,TAMBRE,Gravedad,1958,270.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Mazaricos', 'Noia', 'Puerto del Son', 'Padrón', 'Rois']",-8.789277,42.866293
cecebre,19,1,22,15,15,Galicia Costa,La Coruña,BETANZOS,MERO,Gravedad,1976,363.00 ha,Ver Mapa,False,False,False,False,False,False,False,False,False,"['Ferrol', 'A Coruña', 'A Coruña Aeropuerto', 'Sobrado', 'S. de Compostela Aeropuerto']",-8.250000,43.250000
